,title,totalRatingCount,authors,image_url,small_image_url
131,Cover Her Face (Adam Dalgliesh #1),100,P.D. James,https://images.gr-assets.com/books/1298412294m/3832.jpg,https://images.gr-assets.com/books/1298412294s/3832.jpg
132,Cradle and All,99,James Patterson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
133,Cradle to Cradle: Remaking the Way We Make Things,93,"William McDonough, Michael Braungart",https://images.gr-assets.com/books/1417605547m/5571.jpg,https://images.gr-assets.com/books/1417605547s/5571.jpg
134,Crime and Punishment,75,"Fyodor Dostoyevsky, David McDuff",https://images.gr-assets.com/books/1382846449m/7144.jpg,https://images.gr-assets.com/books/1382846449s/7144.jpg
135,Crossing to Safety,100,Wallace Stegner,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
136,Crow Lake,92,Mary Lawson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
137,"Cry, the Beloved Country",100,Alan Paton,https://images.gr-assets.com/books/1344182368m/6150.jpg,https://images.gr-assets.com/books/1344182368s/6150.jpg
138,Cryptonomicon,100,Neal Stephenson,https://images.gr-assets.com/books/1327931476m/816.jpg,https://images.gr-assets.com/books/1327931476s/816.jpg
139,Daniel Deronda,100,"George Eliot, Edmund White",https://images.gr-assets.com/books/1320432000m/304.jpg,https://images.gr-assets.com/books/1320432000s/304.jpg
140,Danny the Champion of the World,100,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
141,Darkness,100,John Saul,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
142,Darwin's Dangerous Idea: Evolution and the Meanings of Life,100,Daniel C. Dennett,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
143,Deadeye Dick,83,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
144,Dear John,100,Nicholas Sparks,https://images.gr-assets.com/books/1397749854m/5526.jpg,https://images.gr-assets.com/books/1397749854s/5526.jpg
145,Deception Point,100,Dan Brown,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
146,Deerskin,100,Robin McKinley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
147,Demons,100,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",https://images.gr-assets.com/books/1386958613m/5695.jpg,https://images.gr-assets.com/books/1386958613s/5695.jpg
148,Desert Flower,92,"Waris Dirie, Cathleen Miller",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
149,"Diamonds Are Forever (James Bond, #4)",100,Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
150,Digging to America,100,Anne Tyler,https://images.gr-assets.com/books/1327901292m/698.jpg,https://images.gr-assets.com/books/1327901292s/698.jpg
151,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),100,Douglas Adams,https://images.gr-assets.com/books/1404697381m/365.jpg,https://images.gr-assets.com/books/1404697381s/365.jpg
152,Disclosure,99,Michael Crichton,https://images.gr-assets.com/books/1398678136m/7675.jpg,https://images.gr-assets.com/books/1398678136s/7675.jpg
153,Disgrace,100,J.M. Coetzee,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
154,Dispatches,99,Michael Herr,https://images.gr-assets.com/books/1343099128m/4339.jpg,https://images.gr-assets.com/books/1343099128s/4339.jpg
155,Do Androids Dream of Electric Sheep?,100,"Philip K. Dick, Roger Zelazny",https://images.gr-assets.com/books/1435458683m/7082.jpg,https://images.gr-assets.com/books/1435458683s/7082.jpg
156,"Doctor No (James Bond, #6)",100,Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
157,Don Quixote,100,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg
158,Don't Make Me Think: A Common Sense Approach to Web Usability,97,Steve Krug,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
159,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),100,Dr. Seuss,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
160,"Dragonfly in Amber (Outlander, #2)",100,Diana Gabaldon,https://images.gr-assets.com/books/1456114344m/5364.jpg,https://images.gr-assets.com/books/1456114344s/5364.jpg
161,Dreamland,99,Sarah Dessen,https://images.gr-assets.com/books/1385861832m/4325.jpg,https://images.gr-assets.com/books/1385861832s/4325.jpg
162,Drowning Ruth,99,Christina Schwarz,https://images.gr-assets.com/books/1390180160m/5171.jpg,https://images.gr-assets.com/books/1390180160s/5171.jpg
163,Dune Messiah (Dune Chronicles #2),100,Frank Herbert,https://images.gr-assets.com/books/1392528394m/106.jpg,https://images.gr-assets.com/books/1392528394s/106.jpg
164,East of Eden,100,John Steinbeck,https://images.gr-assets.com/books/1441547516m/4406.jpg,https://images.gr-assets.com/books/1441547516s/4406.jpg
165,Eaters of the Dead,99,Michael Crichton,https://images.gr-assets.com/books/1388369310m/7673.jpg,https://images.gr-assets.com/books/1388369310s/7673.jpg
166,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",100,Lynne Truss,https://images.gr-assets.com/books/1473392595m/8600.jpg,https://images.gr-assets.com/books/1473392595s/8600.jpg
167,Economics in One Lesson: The Shortest & Surest Way to Understand Basic Economics,100,Henry Hazlitt,https://images.gr-assets.com/books/1320423284m/3028.jpg,https://images.gr-assets.com/books/1320423284s/3028.jpg
168,Eiger Dreams: Ventures Among Men and Mountains,100,Jon Krakauer,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
169,Eleven Minutes,100,"Paulo Coelho, Margaret Jull Costa",https://images.gr-assets.com/books/1358266987m/1430.jpg,https://images.gr-assets.com/books/1358266987s/1430.jpg
170,Embroideries,100,"Marjane Satrapi, Anjali Singh",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
171,"Emily of New Moon (Emily, #1)",100,L.M. Montgomery,https://images.gr-assets.com/books/1327883976m/3562.jpg,https://images.gr-assets.com/books/1327883976s/3562.jpg
172,Emma,91,"Jane Austen, Fiona Stafford",https://images.gr-assets.com/books/1373627931m/6969.jpg,https://images.gr-assets.com/books/1373627931s/6969.jpg
173,Enchantment,100,Orson Scott Card,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
174,"Ender's Shadow (Ender's Shadow, #1)",99,Orson Scott Card,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
175,Enduring Love,100,Ian McEwan,https://images.gr-assets.com/books/1313656531m/6870.jpg,https://images.gr-assets.com/books/1313656531s/6870.jpg
176,"Endymion (Hyperion Cantos, #3)",100,Dan Simmons,https://images.gr-assets.com/books/1329611385m/3977.jpg,https://images.gr-assets.com/books/1329611385s/3977.jpg
177,Ethan Frome,99,Edith Wharton,https://images.gr-assets.com/books/1389822254m/5246.jpg,https://images.gr-assets.com/books/1389822254s/5246.jpg
178,Even Cowgirls Get the Blues,99,Tom Robbins,https://images.gr-assets.com/books/1336172455m/7572.jpg,https://images.gr-assets.com/books/1336172455s/7572.jpg
179,Everyday Italian: 125 Simple and Delicious Recipes,100,Giada De Laurentiis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
180,Execution: The Discipline of Getting Things Done,100,"Larry Bossidy, Ram Charan, Charles Burck",https://images.gr-assets.com/books/1350857284m/1635.jpg,https://images.gr-assets.com/books/1350857284s/1635.jpg
181,Extremely Loud and Incredibly Close,100,Jonathan Safran Foer,https://images.gr-assets.com/books/1327879967m/4588.jpg,https://images.gr-assets.com/books/1327879967s/4588.jpg
182,Fahrenheit 451,100,Ray Bradbury,https://images.gr-assets.com/books/1351643740m/4381.jpg,https://images.gr-assets.com/books/1351643740s/4381.jpg
183,Fall on Your Knees,100,Ann-Marie MacDonald,https://images.gr-assets.com/books/1481449709m/5174.jpg,https://images.gr-assets.com/books/1481449709s/5174.jpg
184,Falling Angels,100,Tracy Chevalier,https://images.gr-assets.com/books/1327995250m/2872.jpg,https://images.gr-assets.com/books/1327995250s/2872.jpg
185,Fantastic Mr. Fox,100,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
186,"Farewell, My Lovely (Philip Marlowe, #2)",99,Raymond Chandler,https://images.gr-assets.com/books/1465778099m/2050.jpg,https://images.gr-assets.com/books/1465778099s/2050.jpg
187,"Farmer Boy (Little House, #3)",100,"Laura Ingalls Wilder, Garth Williams",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
188,Fast Food Nation: The Dark Side of the All-American Meal,100,Eric Schlosser,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
189,Fear and Loathing in Las Vegas,100,"Hunter S. Thompson, Ralph Steadman",https://images.gr-assets.com/books/1394204569m/7745.jpg,https://images.gr-assets.com/books/1394204569s/7745.jpg
190,Fear and Loathing on the Campaign Trail '72,100,Hunter S. Thompson,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
191,Fear of Flying,97,Erica Jong,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
192,Fever Pitch,93,Nick Hornby,https://images.gr-assets.com/books/1426114203m/4264.jpg,https://images.gr-assets.com/books/1426114203s/4264.jpg
193,Fierce Invalids Home from Hot Climates,98,Tom Robbins,https://images.gr-assets.com/books/1327866336m/8680.jpg,https://images.gr-assets.com/books/1327866336s/8680.jpg
194,Fight Club,100,Chuck Palahniuk,https://images.gr-assets.com/books/1357128997m/5759.jpg,https://images.gr-assets.com/books/1357128997s/5759.jpg
195,"Fire Sea (The Death Gate Cycle, #3)",100,"Margaret Weis, Tracy Hickman",https://images.gr-assets.com/books/1325422748m/1307.jpg,https://images.gr-assets.com/books/1325422748s/1307.jpg
196,First They Killed My Father: A Daughter of Cambodia Remembers,100,Loung Ung,https://images.gr-assets.com/books/1407105580m/4373.jpg,https://images.gr-assets.com/books/1407105580s/4373.jpg
197,Five Little Peppers and How They Grew,97,Margaret Sidney,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
198,Forever Amber ,100,Kathleen Winsor,https://images.gr-assets.com/books/1350464965m/5368.jpg,https://images.gr-assets.com/books/1350464965s/5368.jpg
199,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",96,Ann Brashares,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
200,Founding Brothers: The Revolutionary Generation,100,Joseph J. Ellis,https://images.gr-assets.com/books/1388791106m/7493.jpg,https://images.gr-assets.com/books/1388791106s/7493.jpg
201,Four Blondes,93,Candace Bushnell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
202,"Four to Score (Stephanie Plum, #4)",100,Janet Evanovich,https://images.gr-assets.com/books/1311983211m/6422.jpg,https://images.gr-assets.com/books/1311983211s/6422.jpg
203,Franny and Zooey,100,J.D. Salinger,https://images.gr-assets.com/books/1355037988m/5113.jpg,https://images.gr-assets.com/books/1355037988s/5113.jpg
204,"Freak the Mighty (Freak The Mighty, #1)",97,Rodman Philbrick,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
205,"Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Freakonomics, #1)",100,"Steven D. Levitt, Stephen J. Dubner",https://images.gr-assets.com/books/1327909092m/1202.jpg,https://images.gr-assets.com/books/1327909092s/1202.jpg
206,Fried Green Tomatoes at the Whistle Stop Cafe,77,Fannie Flagg,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
207,From Beirut to Jerusalem,99,Thomas L. Friedman,https://images.gr-assets.com/books/1328295618m/3559.jpg,https://images.gr-assets.com/books/1328295618s/3559.jpg
208,"From Potter's Field (Kay Scarpetta, #6)",97,Patricia Cornwell,https://images.gr-assets.com/books/1309209800m/6537.jpg,https://images.gr-assets.com/books/1309209800s/6537.jpg
209,"From Russia With Love (James Bond, #5)",98,Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
210,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,100,E.L. Konigsburg,https://images.gr-assets.com/books/1327784751m/3980.jpg,https://images.gr-assets.com/books/1327784751s/3980.jpg
211,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",100,"Hiromu Arakawa, Akira Watanabe",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
212,Galápagos,100,Kurt Vonnegut Jr.,https://images.gr-assets.com/books/1355012643m/9593.jpg,https://images.gr-assets.com/books/1355012643s/9593.jpg
213,Gates of Fire: An Epic Novel of the Battle of Thermopylae,100,Steven Pressfield,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
214,Generation X: Tales for an Accelerated Culture,99,Douglas Coupland,https://images.gr-assets.com/books/1485623844m/3378.jpg,https://images.gr-assets.com/books/1485623844s/3378.jpg
215,Genome: the Autobiography of a Species in 23 Chapters,90,Matt Ridley,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
216,Getting Things Done: The Art of Stress-Free Productivity,99,David    Allen,https://images.gr-assets.com/books/1312474060m/1633.jpg,https://images.gr-assets.com/books/1312474060s/1633.jpg
217,Ghostwritten,60,David Mitchell,https://images.gr-assets.com/books/1320415093m/6819.jpg,https://images.gr-assets.com/books/1320415093s/6819.jpg
218,Giada's Family Dinners,100,"Giada De Laurentiis, Victoria Pearson",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
219,Girl with a Pearl Earring,100,Tracy Chevalier,https://images.gr-assets.com/books/1327197580m/2865.jpg,https://images.gr-assets.com/books/1327197580s/2865.jpg
220,Girlfriend in a Coma,100,Douglas Coupland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
221,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",99,Ann Brashares,https://images.gr-assets.com/books/1320473346m/5452.jpg,https://images.gr-assets.com/books/1320473346s/5452.jpg
222,Glamorama,78,Bret Easton Ellis,https://images.gr-assets.com/books/1403179508m/9913.jpg,https://images.gr-assets.com/books/1403179508s/9913.jpg
223,"God Bless You, Dr. Kevorkian",99,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
224,"God Bless You, Mr. Rosewater",81,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
225,Going After Cacciato,100,Tim O'Brien,https://images.gr-assets.com/books/1399498199m/3446.jpg,https://images.gr-assets.com/books/1399498199s/3446.jpg
226,Going Solo,99,"Roald Dahl, Quentin Blake",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
227,"Goldfinger (James Bond, #7)",100,Ian Fleming,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
228,Gravity's Rainbow,100,Thomas Pynchon,https://images.gr-assets.com/books/1414969925m/415.jpg,https://images.gr-assets.com/books/1414969925s/415.jpg
229,Great Expectations,100,Charles Dickens,https://images.gr-assets.com/books/1327920219m/2623.jpg,https://images.gr-assets.com/books/1327920219s/2623.jpg
230,Gulliver's Travels,98,"Jonathan Swift, Robert DeMaria Jr.",https://images.gr-assets.com/books/1427829692m/7733.jpg,https://images.gr-assets.com/books/1427829692s/7733.jpg
231,"Guns, Germs, and Steel: The Fates of Human Societies",99,Jared Diamond,https://images.gr-assets.com/books/1453215833m/1842.jpg,https://images.gr-assets.com/books/1453215833s/1842.jpg
232,Half Asleep in Frog Pajamas,94,Tom Robbins,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
233,Hamlet,100,"William Shakespeare, Richard Andrews, Rex Gibson",https://images.gr-assets.com/books/1351051208m/1420.jpg,https://images.gr-assets.com/books/1351051208s/1420.jpg
234,"Hard Eight (Stephanie Plum, #8)",100,"Janet Evanovich, Lorelei King",https://images.gr-assets.com/books/1479699438m/6425.jpg,https://images.gr-assets.com/books/1479699438s/6425.jpg
235,Hard Times,99,Charles Dickens,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
236,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",98,"Salman Rushdie, Paul Birkbeck",https://images.gr-assets.com/books/1419913148m/4835.jpg,https://images.gr-assets.com/books/1419913148s/4835.jpg
237,"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",100,"J.K. Rowling, Mary GrandPré",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
238,"Harry Potter Collection (Harry Potter, #1-6)",100,J.K. Rowling,https://images.gr-assets.com/books/1328867351m/10.jpg,https://images.gr-assets.com/books/1328867351s/10.jpg
239,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,100,J.K. Rowling,https://images.gr-assets.com/books/1479775271m/2002.jpg,https://images.gr-assets.com/books/1479775271s/2002.jpg
240,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",100,"J.K. Rowling, Mary GrandPré",https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg
241,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",100,"J.K. Rowling, Mary GrandPré",https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg
242,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",100,"J.K. Rowling, Mary GrandPré",https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg
243,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",100,"J.K. Rowling, Mary GrandPré, Rufus Beck",https://images.gr-assets.com/books/1499277281m/5.jpg,https://images.gr-assets.com/books/1499277281s/5.jpg
244,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",100,"J.K. Rowling, Mary GrandPré",https://images.gr-assets.com/books/1474154022m/3.jpg,https://images.gr-assets.com/books/1474154022s/3.jpg
245,"Hatchet (Brian's Saga, #1)",100,Gary Paulsen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
246,Heart of Darkness,100,Joseph Conrad,https://images.gr-assets.com/books/1392799983m/4900.jpg,https://images.gr-assets.com/books/1392799983s/4900.jpg
247,Heidi,100,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
248,Here on Earth,100,Alice Hoffman,https://images.gr-assets.com/books/1388299278m/5159.jpg,https://images.gr-assets.com/books/1388299278s/5159.jpg
249,Heretics of Dune (Dune Chronicles #5),100,Frank Herbert,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
250,Herzog,100,"Saul Bellow, Philip Roth",https://images.gr-assets.com/books/1386924221m/6551.jpg,https://images.gr-assets.com/books/1386924221s/6551.jpg
251,Hey Nostradamus!,100,Douglas Coupland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
252,"High Five (Stephanie Plum, #5)",99,Janet Evanovich,https://images.gr-assets.com/books/1270849101m/6423.jpg,https://images.gr-assets.com/books/1270849101s/6423.jpg
253,His Excellency: George Washington,99,Joseph J. Ellis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
254,Hocus Pocus,95,Kurt Vonnegut Jr.,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
255,Holidays on Ice,100,David Sedaris,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg
256,Holy Cow: An Indian Adventure,98,Sarah Macdonald,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
257,Homage to Catalonia,74,"George Orwell, Lionel Trilling",https://images.gr-assets.com/books/1394868278m/9646.jpg,https://images.gr-assets.com/books/1394868278s/9646.jpg
258,Horton Hears a Who!,96,Dr. Seuss,https://images.gr-assets.com/books/1327924655m/7779.jpg,https://images.gr-assets.com/books/1327924655s/7779.jpg
259,"Hot Six (Stephanie Plum, #6)",100,Janet Evanovich,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
260,How We Are Hungry,100,Dave Eggers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
261,How to Be Good,100,Nick Hornby,https://images.gr-assets.com/books/1327935893m/4268.jpg,https://images.gr-assets.com/books/1327935893s/4268.jpg
262,How to Make Love Like a Porn Star: A Cautionary Tale,99,"Jenna Jameson, Neil Strauss",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
263,How to Stop Worrying and Start Living,95,Dale Carnegie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
264,How to Win Friends and Influence People,100,Dale Carnegie,https://images.gr-assets.com/books/1442726934m/4865.jpg,https://images.gr-assets.com/books/1442726934s/4865.jpg
265,Howards End,100,E.M. Forster,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
