id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,book_score
415,3975774,3975774,4021549,78,031253275X,9780312532760.0,Alyson Noel,2009.0,Evermore,"Evermore (The Immortals, #1)",en-US,3.59,230031,235704,9228,16941,29301,59174,59075,71213,https://images.gr-assets.com/books/1362336360m/3975774.jpg,3.6712386578329763
416,6327,6327,105046,174,590032496,9780590032490.0,"Roald Dahl, Quentin Blake",1983.0,The Witches,The Witches,en-US,4.17,221431,234145,5190,3156,7583,40191,79598,103617,https://images.gr-assets.com/books/1351707720m/6327.jpg,4.133932956945142
417,40440,40440,849453,137,743298020,9780743298020.0,Diane Setterfield,2006.0,The Thirteenth Tale,The Thirteenth Tale,eng,3.95,213200,228602,19432,4510,12847,49274,85569,76402,https://images.gr-assets.com/books/1346267826m/40440.jpg,3.9596627817352674
418,6479259,6479259,6670482,71,1595142509,9781595142500.0,Richelle Mead,2010.0,Spirit Bound,"Spirit Bound (Vampire Academy, #5)",eng,4.37,224247,235076,8030,2755,5907,26981,66097,133336,https://images.gr-assets.com/books/1291168967m/6479259.jpg,4.293392462170983
419,5996153,5996153,6651007,76,1595141987,9781595141990.0,Richelle Mead,2009.0,Blood Promise,"Blood Promise (Vampire Academy, #4)",en-US,4.35,231853,244376,8782,2186,6182,30711,70250,135047,https://images.gr-assets.com/books/1442530605m/5996153.jpg,4.279387771812331
420,3478,3478,1622450,133,446676071,9780446676080.0,Nicholas Sparks,1998.0,Message in a Bottle,Message in a Bottle,en-US,3.95,185116,192001,3721,4500,11979,44190,59999,71333,https://images.gr-assets.com/books/1163789140m/3478.jpg,3.9607806108532175
421,8683812,8683812,13556031,77,345521307,9780345521310.0,Paula McLain,2011.0,The Paris Wife,The Paris Wife,eng,3.79,191850,207590,18836,3575,12959,53900,89887,47269,https://images.gr-assets.com/books/1320545874m/8683812.jpg,3.837458989132049
422,862041,862041,2962492,76,545044251,9780545044260.0,J.K. Rowling,1998.0,Complete Harry Potter Boxed Set,"Harry Potter Boxset (Harry Potter, #1-7)",eng,4.74,190050,204125,6508,1105,1285,7020,30666,164049,https://images.gr-assets.com/books/1392579059m/862041.jpg,4.566703241346584
423,16248068,16248068,20397129,84,62059963,9780062059960.0,Kiera Cass,2013.0,The Elite,"The Elite (The Selection, #2)",eng,4.02,234247,269816,21810,4780,15546,53644,91201,104645,https://images.gr-assets.com/books/1391454595m/16248068.jpg,4.015141200516277
424,119073,119073,3138328,428,156001314,9780156001310.0,"Umberto Eco, William Weaver, Seán Barrett",1980.0,Il nome della rosa,The Name of the Rose,en-US,4.11,200217,224974,6075,4575,10031,36282,79311,94775,https://images.gr-assets.com/books/1415375471m/119073.jpg,4.084379482807178
425,46799,46799,2115708,92,1416914633,9781416914630.0,"Beatrice Sparks, Anonymous",1971.0,Go Ask Alice,Go Ask Alice,eng,3.77,196677,205554,9202,7940,18269,51957,63188,64200,https://images.gr-assets.com/books/1327870536m/46799.jpg,3.8210916974906173
426,310612,310612,968084,131,802130208,9780802130200.0,"John Kennedy Toole, Walker Percy",1980.0,A Confederacy of Dunces,A Confederacy of Dunces,eng,3.89,170776,185391,11881,10993,15078,31369,54306,73645,https://images.gr-assets.com/books/1436747103m/310612.jpg,3.916599917511842
427,92303,92303,649216,728,158049580X,9781580495810.0,Oscar Wilde,1895.0,The Importance of Being Earnest,The Importance of Being Earnest,eng,4.17,210630,232256,6560,2127,7457,38513,85492,98667,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.132480884951249
428,12127750,12127750,17115055,65,1423140605,9781423140600.0,Rick Riordan,2012.0,The Mark of Athena,"The Mark of Athena (The Heroes of Olympus, #3)",eng,4.47,277491,293586,13332,2771,4480,26318,77876,182141,https://images.gr-assets.com/books/1464201354m/12127750.jpg,4.38836176078657
429,34497,34497,194190,153,60855924,9780060855920.0,Terry Pratchett,1983.0,The Colour of Magic,"The Color of Magic (Discworld, #1; Rincewind #1)",eng,3.97,190590,225614,6520,3601,11554,50463,81295,78701,https://images.gr-assets.com/books/1407111017m/34497.jpg,3.975898259408518
430,4929,4929,6191072,157,1400079276,9781400079280.0,"Haruki Murakami, Philip Gabriel",2002.0,海辺のカフカ [Umibe no Kafuka],Kafka on the Shore,en-US,4.13,167593,195365,13279,2593,7557,30809,75564,78842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.095549772900319
431,28877,28877,925503,191,525945563,9780525945570.0,Thomas Harris,1981.0,Red Dragon,"Red Dragon (Hannibal Lecter, #1)",eng,4.01,194013,205433,3309,3012,7790,43235,80662,70734,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.006655133348245
432,41804,41804,1796026,218,553803700,9780553803710.0,Isaac Asimov,1950.0,"I, Robot","I, Robot (Robot #0.1)",eng,4.17,198368,210219,4335,1221,5332,35107,82535,86024,https://images.gr-assets.com/books/1388321463m/41804.jpg,4.130683895891438
433,42899,42899,2158128,73,451216954,9780451216950.0,J.R. Ward,2005.0,Dark Lover,"Dark Lover (Black Dagger Brotherhood, #1)",eng,4.21,227021,238633,10769,6659,10012,33160,64879,123923,https://images.gr-assets.com/books/1429676285m/42899.jpg,4.166540752962411
434,7791997,7791997,6867038,73,1416989439,9781416989430.0,Becca Fitzpatrick,2010.0,Crescendo,"Crescendo (Hush, Hush, #2)",en-US,4.07,226237,234040,10041,5296,13835,43129,68217,103563,https://images.gr-assets.com/books/1362408146m/7791997.jpg,4.0548505872349345
435,6482837,6482837,6674135,82,61726818,9780061726810.0,Lauren Oliver,2010.0,Before I Fall,Before I Fall,eng,3.92,220160,232559,17705,6283,15320,50933,79050,80973,https://images.gr-assets.com/books/1361044695m/6482837.jpg,3.9356460732621112
436,9777,9777,810135,168,679457313,9780679457310.0,Arundhati Roy,1997.0,The God of Small Things,The God of Small Things,eng,3.91,165378,182127,9294,5833,12631,37349,61880,64434,https://images.gr-assets.com/books/1436217001m/9777.jpg,3.9320740504623624
437,18079776,18079776,25387072,63,670024783,9780670024780.0,Sue Monk Kidd,2014.0,The Invention of Wings,The Invention of Wings,en-US,4.23,168006,193774,19518,1466,4021,25745,80524,82018,https://images.gr-assets.com/books/1386699861m/18079776.jpg,4.1700654842602916
438,6469165,6469165,6659752,68,141043768,9780141043760.0,Liane Moriarty,2009.0,What Alice Forgot,What Alice Forgot,eng,4.05,165704,205778,17382,1599,6071,38562,93941,65605,https://images.gr-assets.com/books/1377159022m/6469165.jpg,4.03590692768418
439,3869,3869,2192250,246,553380168,9780553380160.0,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987.0,A Brief History of Time: From the Big Bang to Black Holes,A Brief History of Time,eng,4.12,165628,181410,5146,2487,6028,30632,70364,71899,https://images.gr-assets.com/books/1333578746m/3869.jpg,4.08782852870365
440,7315573,7315573,8842841,140,525951652,9780525951650.0,Ken Follett,2010.0,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",eng,4.26,168911,190478,11859,2009,5158,24893,68375,90043,https://images.gr-assets.com/books/1470384630m/7315573.jpg,4.1926713072560045
441,6320534,6320534,6760952,110,1439148503,9781439148500.0,Stephen King,2009.0,Under the Dome,Under the Dome,eng,3.89,183292,201322,13086,4863,12998,44938,74323,64200,https://images.gr-assets.com/books/1268982908m/6320534.jpg,3.9152181483487194
442,830,830,493634,80,553380958,9780553380960.0,Neal Stephenson,1992.0,Snow Crash,Snow Crash,eng,4.02,175883,187292,7075,7982,10158,29605,61336,78211,https://images.gr-assets.com/books/1477624625m/830.jpg,4.013926894913922
443,51738,51738,1032901,61,670061050,9780670061050.0,Sarah Dessen,2006.0,Just Listen,Just Listen,en-US,4.06,202180,207930,7319,3665,10143,40684,68323,85115,https://images.gr-assets.com/books/1358270741m/51738.jpg,4.0456666575747535
444,99107,99107,1225592,244,525467564,9780525467560.0,"A.A. Milne, Ernest H. Shepard",1926.0,Winnie-the-Pooh,"Winnie-the-Pooh (Winnie-the-Pooh, #1)",eng,4.34,207550,215213,2978,2636,5254,28148,60427,118748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.265090614428342
445,9736930,9736930,14625976,150,62060554,9780062060560.0,S.J. Watson,2011.0,Before I Go to Sleep,Before I Go to Sleep,en-CA,3.87,180896,213136,19206,3703,12436,51695,84940,60362,https://images.gr-assets.com/books/1358353512m/9736930.jpg,3.9003048183723106
446,102868,102868,1997473,1106,1420925539,9781420925530.0,Arthur Conan Doyle,1887.0,A Study in Scarlet,A Study in Scarlet,eng,4.15,201499,220115,6954,2318,5550,38107,85345,88795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.115608015339737
447,2248573,2248573,3124969,143,375826726,9780375826730.0,Christopher Paolini,2008.0,Brisingr,"Brisingr (The Inheritance Cycle, #3)",eng,4.03,211645,226941,7993,4273,13094,44147,75689,89738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.022592658418646
448,56495,56495,2265235,149,310276993,9780310277000.0,Rick Warren,2002.0,The Purpose Driven Life: What on Earth am I Here For?,The Purpose Driven Life: What on Earth Am I Here for?,en-US,3.9,170491,176463,2755,9635,13051,34305,48395,71077,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.924106240286259
449,676924,676924,662923,80,312360282,9780312360280.0,"P.C. Cast, Kristin Cast",2007.0,Betrayed: a House of Night Novel,"Betrayed (House of Night, #2)",en-US,3.93,205340,213261,4993,6222,15443,47467,62243,81886,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.944335701131224
450,47212,47212,1137060,75,451457811,9780451457810.0,Jim Butcher,2000.0,Storm Front,"Storm Front (The Dresden Files, #1)",en-US,4.02,203053,219442,12005,3325,9842,45940,80371,79964,https://images.gr-assets.com/books/1419456275m/47212.jpg,4.01455982596844
451,50398,50398,4039699,122,1593082649,9781593082640.0,"Jane Austen, Alfred MacAdam",1817.0,Northanger Abbey,Northanger Abbey,eng,3.8,205167,232299,8616,4132,15938,65157,84363,62709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.842860713996872
452,16101128,16101128,19187812,102,399162410,9780399162410.0,Rick Yancey,2013.0,The 5th Wave,"The 5th Wave (The 5th Wave, #1)",eng,4.1,260048,287540,26756,6176,13097,47631,98816,121820,https://images.gr-assets.com/books/1359853842m/16101128.jpg,4.081019112681207
453,10920,10920,1006369,97,802142842,9780802142850.0,Charles Frazier,1997.0,Cold Mountain,Cold Mountain,en-US,3.83,185979,190137,4884,6078,14021,43914,68143,57981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8691376059614666
454,767680,767680,3132746,41,60245867,9780060245860.0,"Laura Joffe Numeroff, Felicia Bond",1985.0,If You Give a Mouse a Cookie,If You Give a Mouse a Cookie,en-US,4.24,198083,198778,3016,3208,7772,32336,50573,104889,https://images.gr-assets.com/books/1276046901m/767680.jpg,4.184860204470696
455,42155,42155,1470371,43,312323867,9780312323870.0,Emily Giffin,2005.0,Something Blue,"Something Blue (Darcy & Rachel, #2)",en-US,3.92,172417,178529,6646,2164,9144,44161,68226,54834,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.938892929056205
456,12220,12220,142449,109,822210894,9780822210890.0,Tennessee Williams,1947.0,A Streetcar Named Desire,A Streetcar Named Desire,eng,3.97,194493,206983,2841,3436,11347,45238,74929,72033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.9758069579802284
457,10692,10692,3061272,129,751537284,9780751537280.0,Elizabeth Kostova,2005.0,The Historian,The Historian,eng,3.77,190473,207529,14252,8554,18768,48197,68781,63229,https://images.gr-assets.com/books/1338298031m/10692.jpg,3.822369186575541
458,20170404,20170404,28098716,63,385353308,9780385353300.0,Emily St. John Mandel,2014.0,Station Eleven,Station Eleven,eng,4.02,160466,189380,24215,4039,8449,33537,77755,65600,https://images.gr-assets.com/books/1451446835m/20170404.jpg,4.013497629861243
459,18774964,18774964,21619954,132,1476738017,9781476738020.0,"Fredrik Backman, Henning Koch",2012.0,En man som heter Ove,A Man Called Ove,eng,4.35,183777,243440,34386,2589,5734,25138,81377,128602,https://images.gr-assets.com/books/1405259930m/18774964.jpg,4.265326501300437
460,18335634,18335634,6309710,79,1406321346,9781406321340.0,Cassandra Clare,2013.0,Clockwork Princess,"Clockwork Princess (The Infernal Devices, #3)",eng,4.59,162099,247984,23261,1935,3804,16964,49313,175968,https://images.gr-assets.com/books/1436788488m/18335634.jpg,4.434011729981638
461,1078,1078,2346070,210,1416500189,9781416500190.0,Pearl S. Buck,1931.0,The Good Earth,"The Good Earth (House of Earth, #1)",eng,3.97,182220,193405,8259,5262,11487,38413,67056,71187,https://images.gr-assets.com/books/1312497600m/1078.jpg,3.976104073717212
462,2784,2784,2507145,34,140135154,9780140135150.0,John Berger,1972.0,Ways of Seeing,Ways of Seeing,eng,3.75,155658,156859,790,13276,13342,32193,39251,58797,https://images.gr-assets.com/books/1464018308m/2784.jpg,3.8163219027131774
463,5364,5364,2866304,141,385335970,9780385335970.0,Diana Gabaldon,1992.0,Dragonfly in Amber,"Dragonfly in Amber (Outlander, #2)",eng,4.31,178110,210989,12025,1200,4958,27491,70976,106364,https://images.gr-assets.com/books/1456114344m/5364.jpg,4.2330721603505745
466,659469,659469,16998382,44,345368584,9780345368580.0,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989.0,The Hobbit,The Hobbit: Graphic Novel,eng,4.48,155338,159435,957,991,2180,14437,43107,98720,https://images.gr-assets.com/books/1374681632m/659469.jpg,4.3488336030104175
467,297673,297673,3281466,9,1594489580,9781594489590.0,Junot Díaz,2007.0,The Brief Wondrous Life of Oscar Wao,The Brief Wondrous Life of Oscar Wao,eng,3.89,160330,181124,16640,5212,12924,37298,67080,58610,https://images.gr-assets.com/books/1391409748m/297673.jpg,3.917874641192901
468,37415,37415,1643555,80,61120065,9780061120060.0,Zora Neale Hurston,1937.0,Their Eyes Were Watching God,Their Eyes Were Watching God,eng,3.87,181106,198264,9005,5743,14231,44676,69779,63835,https://images.gr-assets.com/books/1368072803m/37415.jpg,3.900278163361152
469,41899,41899,4195128,123,439321603,9780439321600.0,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng,3.95,185928,209465,6523,2847,13155,52573,64027,76863,https://images.gr-assets.com/books/1303738520m/41899.jpg,3.9607446720609643
470,17851885,17851885,24987300,129,316322407,9780316322410.0,"Malala Yousafzai, Christina Lamb",2012.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,214412,227850,14667,7433,9470,38518,77944,94485,https://images.gr-assets.com/books/1375414895m/17851885.jpg,4.046311092364864
471,45032,45032,2722329,1208,141439807,9780141439810.0,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814.0,Mansfield Park,Mansfield Park,eng,3.84,205064,224467,7046,4183,14784,59163,82001,64336,https://images.gr-assets.com/books/1397063295m/45032.jpg,3.87410005465154
472,4069,4069,3389674,187,080701429X,9780807014300.0,Viktor E. Frankl,1946.0,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,Man's Search for Meaning,eng,4.33,171281,193751,10147,2161,4948,23224,59644,103774,https://images.gr-assets.com/books/1467136625m/4069.jpg,4.245741021211127
473,237209,237209,3088141,78,670038601,9780670038600.0,Tana French,2007.0,In the Woods,"In the Woods (Dublin Murder Squad, #1)",eng,3.74,188024,201721,15392,6553,15636,51430,77182,50920,https://images.gr-assets.com/books/1348442606m/237209.jpg,3.7999309359345403
474,14743,14743,3044365,104,618680004,9780618680010.0,Richard Dawkins,2006.0,The God Delusion,The God Delusion,eng,3.89,162740,176774,6812,9571,11019,31723,60769,63692,https://images.gr-assets.com/books/1347220693m/14743.jpg,3.917569825860747
475,8492825,8492825,10706553,8,525422943,9780525422940.0,Gayle Forman,2011.0,Where She Went,"Where She Went (If I Stay, #2)",en-US,4.06,193141,218362,18556,2856,10629,43007,76839,85031,https://images.gr-assets.com/books/1347810457m/8492825.jpg,4.045150053302243
476,7069,7069,1028204,165,345915593,9780345915600.0,John Irving,1978.0,The World According to Garp,The World According to Garp,eng,4.07,167106,179078,4569,3098,7716,31528,67942,68794,https://images.gr-assets.com/books/1447234581m/7069.jpg,4.050864910727865
477,78129,78129,4511038,127,515141429,9780515141430.0,Lee Child,1997.0,Killing Floor,"Killing Floor (Jack Reacher, #1)",eng,4.04,162972,182703,8032,2652,7160,35471,71953,65467,https://images.gr-assets.com/books/1399313258m/78129.jpg,4.028345436321776
478,2932,2932,604666,558,375757325,9780375757330.0,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719.0,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",Robinson Crusoe,eng,3.66,178188,196865,4603,6429,18126,58497,67140,46673,https://images.gr-assets.com/books/1403180114m/2932.jpg,3.7419859531576884
479,28862,28862,1335445,1654,937832383,9780937832390.0,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513.0,Il Principe,The Prince,eng,3.78,153128,181980,5389,4222,14222,49930,63294,50312,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.8389127875442606
480,18122,18122,1774510,42,440238153,9780440238160.0,Philip Pullman,2000.0,The Amber Spyglass,"The Amber Spyglass (His Dark Materials, #3)",eng,4.06,192315,217610,6693,4739,11883,39131,70648,91209,https://images.gr-assets.com/books/1329189152m/18122.jpg,4.045100981972826
481,43889,43889,1323305,90,765346524,9780765346520.0,Terry Goodkind,1994.0,Wizard's First Rule,"Wizard's First Rule (Sword of Truth, #1)",eng,4.13,175771,188159,5485,6176,9386,27430,55921,89246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.096756756871779
482,6837103,6837103,7048306,46,1439153663,9781439153670.0,Kathleen Grissom,2010.0,The Kitchen House,The Kitchen House,en-CA,4.18,168082,179277,15812,1830,5689,26149,71058,74551,https://images.gr-assets.com/books/1463229128m/6837103.jpg,4.132855032798622
483,5113,5113,3118417,125,316769029,9780316769020.0,J.D. Salinger,1961.0,Franny and Zooey,Franny and Zooey,en-US,3.98,152906,162697,5297,2841,9398,34950,56515,58993,https://images.gr-assets.com/books/1355037988m/5113.jpg,3.9842159515606346
484,29059,29059,3185242,84,385720920,9780385720920.0,Chuck Palahniuk,2001.0,Choke,Choke,eng,3.69,154643,162963,5328,4541,13841,46314,60868,37399,https://images.gr-assets.com/books/1403186013m/29059.jpg,3.772932269817577
485,4934,4934,3393910,1072,374528373,9780374528380.0,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880.0,Братья Карамазовы,The Brothers Karamazov,eng,4.3,155838,178135,7640,2339,5887,22752,51450,95707,https://images.gr-assets.com/books/1427728126m/4934.jpg,4.217747012169647
486,307791,307791,2285229,69,375822747,9780375822740.0,Jeanne DuPrau,2003.0,The City of Ember,"The City of Ember (Book of Ember, #1)",eng,3.85,198809,204085,9322,3684,13227,53014,74561,59599,https://images.gr-assets.com/books/1397931596m/307791.jpg,3.882683867824099
488,11566,11566,15599,162,451933028,9780451933030.0,Stephen King,1996.0,The Green Mile,The Green Mile,eng,4.42,173950,191109,4873,725,3044,19770,59813,107757,https://images.gr-assets.com/books/1373903563m/11566.jpg,4.314309542353669
489,2547,2547,2938937,721,000100039X,9780001000390.0,Kahlil Gibran,1923.0,The Prophet,The Prophet,eng,4.22,142641,164552,6263,2748,6601,24667,47472,83064,https://images.gr-assets.com/books/1355046521m/2547.jpg,4.15535355688437
490,15196,15196,1947012,37,394541553,9780394541560.0,Art Spiegelman,1985.0,Maus: A Survivor's Tale : My Father Bleeds History,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",eng,4.35,184007,191615,4837,2822,4801,21104,56900,105988,https://images.gr-assets.com/books/1327884972m/15196.jpg,4.265407090736738
491,2866718,2866718,2892871,67,312379838,9780312379830.0,"P.C. Cast, Kristin Cast",2008.0,Untamed: A House of Night Novel,"Untamed (House of Night, #4)",en-US,3.95,191743,198350,3356,5701,13859,43080,56984,78726,https://images.gr-assets.com/books/1438037020m/2866718.jpg,3.960494141498073
492,7967,7967,2327777,99,812550757,9780812550760.0,Orson Scott Card,1986.0,Speaker for the Dead,"Speaker for the Dead (Ender's Saga, #2)",en-US,4.04,164287,182764,6579,1855,8031,36323,70924,65631,https://images.gr-assets.com/books/1295660894m/7967.jpg,4.028414491207183
493,11138,11138,801500,152,684823780,9780684823780.0,C.S. Lewis,1952.0,Mere Christianity,Mere Christianity,eng,4.31,184759,198433,6041,4215,6220,23223,54958,109817,https://images.gr-assets.com/books/1468102872m/11138.jpg,4.235182212938936
494,29044,29044,221359,141,1400031702,9781400031700.0,Donna Tartt,1992.0,The Secret History,The Secret History,eng,4.07,168405,189596,13324,3685,9750,32410,66858,76893,https://images.gr-assets.com/books/1451554846m/29044.jpg,4.050974868981009
495,4953,4953,42857,65,375725784,9780375725780.0,Dave Eggers,2000.0,A Heartbreaking Work of Staggering Genius,A Heartbreaking Work of Staggering Genius,eng,3.68,145459,149779,8673,7877,15434,35148,50148,41172,https://images.gr-assets.com/books/1327714834m/4953.jpg,3.769520583836067
496,1295,1295,1584694,161,553381679,9780553381670.0,Jean M. Auel,1980.0,The Clan of the Cave Bear,"The Clan of the Cave Bear (Earth's Children, #1)",eng,4.02,176062,187874,5137,3977,10151,37279,63914,72553,https://images.gr-assets.com/books/1385331302m/1295.jpg,4.0139315463284495
497,3685,3685,4639714,1033,439228905,9780439228910.0,Anna Sewell,1877.0,Black Beauty,Black Beauty,eng,3.94,183255,195205,3377,3633,11665,47165,62472,70270,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.953256913496836
498,656,656,4912783,1017,192833987,9780192833980.0,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869.0,Война и миръ,War and Peace,eng,4.11,168037,192992,8062,4952,9691,31876,60043,86430,https://images.gr-assets.com/books/1413215930m/656.jpg,4.0807263143612005
499,28676,28676,2270060,144,679735771,9780679735780.0,Bret Easton Ellis,1991.0,American Psycho,American Psycho,eng,3.81,166083,177109,7669,8639,13632,36830,61550,56458,https://images.gr-assets.com/books/1436934349m/28676.jpg,3.8577714157650327
500,38980,38980,2073907,125,613371658,9780613371650.0,Meg Cabot,2000.0,The Princess Diaries,"The Princess Diaries (The Princess Diaries, #1)",eng,3.76,193140,200671,4289,5442,16659,57732,61651,59187,https://images.gr-assets.com/books/1355011082m/38980.jpg,3.814110968423068
501,7061,7061,826298,108,1400034779,9781400034770.0,Alexander McCall Smith,1998.0,The No. 1 Ladies' Detective Agency ,"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)",eng,3.75,180320,189258,9369,6389,14860,49558,66723,51728,https://images.gr-assets.com/books/1459953654m/7061.jpg,3.8094486035045736
502,138398,138398,30474,36,1582406723,9781582406720.0,"Robert Kirkman, Tony Moore",2004.0,"The Walking Dead, Vol. 1: Days Gone Bye","The Walking Dead, Vol. 01: Days Gone Bye",en-GB,4.3,164530,167805,3397,3685,5008,20273,47455,91384,https://images.gr-assets.com/books/1389233242m/138398.jpg,4.220964884307859
503,70535,70535,208362,221,451457994,9780451458000.0,Arthur C. Clarke,1968.0,2001: A Space Odyssey,"2001: A Space Odyssey (Space Odyssey, #1)",eng,4.12,170841,180661,3722,2050,6387,32236,67831,72157,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.088562521555269
505,27523,27523,972769,63,842342702,9780842342700.0,"Tim LaHaye, Jerry B. Jenkins",1995.0,Left Behind:  A Novel of the Earth's Last Days,"Left Behind (Left Behind, #1)",eng,3.81,161173,165021,3210,12626,13163,31144,43391,64697,https://images.gr-assets.com/books/1406505054m/27523.jpg,3.858843327482267
506,18635016,18635016,21587145,94,62059998,9780062059990.0,Kiera Cass,2014.0,The One,"The One (The Selection, #3)",eng,4.21,139544,237039,21608,3322,9750,35942,72422,115603,https://images.gr-assets.com/books/1395612906m/18635016.jpg,4.1472617298281635
507,7938275,7938275,11349083,78,545265355,9780545265360.0,Suzanne Collins,2010.0,The Hunger Games Box Set,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",eng,4.49,129665,159760,6429,1015,2521,13438,42932,99854,https://images.gr-assets.com/books/1360094673m/7938275.jpg,4.337778438308652
508,1869,1869,1840613,57,805063897,9780805063900.0,Barbara Ehrenreich,2001.0,Nickel and Dimed: On (Not) Getting By in America,Nickel and Dimed: On (Not) Getting By in America,eng,3.6,152786,157470,5723,10628,14572,40395,53783,38092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.708319692549232
509,1358844,1358844,2855627,90,593053893,9780593053900.0,Sophie Kinsella,2008.0,Remember Me?,Remember Me?,eng,3.76,170096,182581,6838,3877,12970,52917,65379,47438,https://images.gr-assets.com/books/1276963901m/1358844.jpg,3.8195861018019253
510,233649,233649,1574475,71,812517725,9780812517730.0,Robert Jordan,1990.0,The Great Hunt,"The Great Hunt (Wheel of Time, #2)",en-US,4.2,162595,172500,3061,1824,5059,25119,64494,76004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1464454973881635
511,6534,6534,1045067,129,743477154,9780743477150.0,Patricia Cornwell,1990.0,Post-Mortem:  A Mystery Introducing Dr. Kay Scarpetta,"Postmortem (Kay Scarpetta, #1)",eng,4.01,167379,173045,2261,2760,6662,37396,66098,60129,https://images.gr-assets.com/books/1341835831m/6534.jpg,4.006259239248035
512,23919,23919,30431,34,385074077,9780385074070.0,Edgar Allan Poe,1849.0,The Complete Tales of Edgar Allan Poe,The Complete Stories and Poems,en-US,4.37,160063,160326,1055,1247,2923,19028,49902,87226,https://images.gr-assets.com/books/1327942676m/23919.jpg,4.270807658738107
513,561909,561909,878114,83,553256696,9780553256700.0,"Corrie ten Boom, John Sherrill, Elizabeth Sherrill",1971.0,The Hiding Place,The Hiding Place: The Triumphant True Story of Corrie Ten Boom,en-US,4.42,171384,178722,7801,2958,3872,17731,44665,109496,https://images.gr-assets.com/books/1320418824m/561909.jpg,4.313125424994408
514,3590,3590,1222101,1235,192835084,9780192835090.0,Arthur Conan Doyle,1892.0,The Adventures of Sherlock Holmes,The Adventures of Sherlock Holmes,eng,4.29,139816,184991,4922,864,3047,24897,68111,88072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.203992574057043
515,16735,16735,1312477,80,553381547,9780553381540.0,Pat Conroy,1986.0,The Prince of Tides,The Prince of Tides,eng,4.22,159596,165367,3454,2169,5408,24359,55122,78309,https://images.gr-assets.com/books/1320541074m/16735.jpg,4.160398927098182
